OBJECTID,Infogroup ID,Company/Business Name,Street,City,State,State Name,ZIP Code,ZIP plus 4 extension,NAICS Code,SIC Code,Sales Volume/Assets ($000),Business Status Code,Ultimate Parent Number,Public Company Indicator,Employee Count,Franchise Code,Industry Specific Code,Square Footage Code,Locator Name,Match Status,Match Score,Source,Record type
5640,002839371,BRAINERD LUMBER CO,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,2998,44419044,521142,3800,,000000000,,12,,,5,PointAddress,M,100,INFOGROUP,0
5641,003766946,RENT-ALL STORE,DODDS AVE,CHATTANOOGA,TN,Tennessee,37407,1244,53231003,735910,4219,,000000000,,9,,,3,PointAddress,M,100,INFOGROUP,0
5642,003793759,CHATTANOOGA ARMATURE WORKS,E 23RD ST,CHATTANOOGA,TN,Tennessee,37408,2399,56179002,738909,2832,,000000000,,25,,,5,PointAddress,M,100,INFOGROUP,0
5643,004402095,HUNTER OIL CO INC,S HIGHLAND PARK AVE,CHATTANOOGA,TN,Tennessee,37404,6092,42472016,517213,320868,,000000000,,25,,,7,PointAddress,M,100,INFOGROUP,0
5644,005457072,WALTER A WOOD SUPPLY CO,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,2919,44413015,525115,13115,,000000000,,80,,,6,PointAddress,M,100,INFOGROUP,0
5645,005457320,WESTERN WIRE WORKS,WORKMAN RD,CHATTANOOGA,TN,Tennessee,37410,2183,33261821,349601,1874,,000000000,,12,,,6,PointAddress,M,100,INFOGROUP,0
5646,006433452,ORTMEIER MACHINERY CO INC,E 23RD ST,CHATTANOOGA,TN,Tennessee,37404,5701,33271002,359903,632,,000000000,,4,,,3,PointAddress,M,100,INFOGROUP,0
5647,008812349,HEATEC INC,WILSON RD,CHATTANOOGA,TN,Tennessee,37410,2149,33341406,343303,0,3,003952462,2,140,,,8,PointAddress,M,100,INFOGROUP,0
5648,009218074,VALLEY MACHINE & WELDING CO,FAGAN ST,CHATTANOOGA,TN,Tennessee,37410,1799,33231210,344106,5395,,000000000,,23,,,7,PointAddress,M,100,INFOGROUP,0
5649,009218553,STARKEY PRINTING CO,E 30TH ST,CHATTANOOGA,TN,Tennessee,37407,1600,32311109,275202,3271,,000000000,,30,,,7,PointAddress,M,100,INFOGROUP,0
5650,009218629,GENTRY STEEL INC,E 28TH ST,CHATTANOOGA,TN,Tennessee,37407,3629,33231210,344106,7037,,000000000,,30,,,7,PointAddress,M,100,INFOGROUP,0
5651,009218991,CORLEY MANUFACTURING,CRESCENT CIR,CHATTANOOGA,TN,Tennessee,37407,1322,33324305,355306,6001,,000000000,,60,,,8,PointAddress,M,100,INFOGROUP,0
5652,009219601,BROAD STREET MACHINE CO,CENTRAL AVE,CHATTANOOGA,TN,Tennessee,37408,2223,33324903,355202,1051,,000000000,,7,,,4,PointAddress,M,100,INFOGROUP,0
5653,009219973,LUCEY BOILER CO,S HOLTZCLAW AVE,CHATTANOOGA,TN,Tennessee,37404,4110,33271002,359903,3160,,000000000,,20,,,6,PointAddress,M,100,INFOGROUP,0
5654,009220104,SANOFI CHC,W 38TH ST,CHATTANOOGA,TN,Tennessee,37409,1248,44611006,591202,0,3,413656844,,500,,,8,PointAddress,M,100,INFOGROUP,0
5655,134856715,FIRST TITLE INSURANCE CO,BROAD ST,CHATTANOOGA,TN,Tennessee,37408,3022,54119106,654102,1638,,000000000,,14,,,4,PointAddress,M,100,INFOGROUP,0
5656,134856988,GLADDEN EQUIPMENT CO INC,W 28TH ST,CHATTANOOGA,TN,Tennessee,37408,3087,44419017,521131,2850,,000000000,,9,,,3,PointAddress,M,100,INFOGROUP,0
5657,134865351,BRUCE GOODWIN INC,S WILLOW ST,CHATTANOOGA,TN,Tennessee,37404,6231,23611505,152103,3709,,000000000,,11,,,3,PointAddress,M,100,INFOGROUP,0
5658,134865534,HARDWICK & SONS FUNERAL HOME,DUNCAN AVE,CHATTANOOGA,TN,Tennessee,37404,3826,81222007,726102,320,,000000000,,3,,,2,PointAddress,M,100,INFOGROUP,0
5659,134867951,RESURRECTED BAPTIST CHURCH,E 18TH ST,CHATTANOOGA,TN,Tennessee,37404,5205,81311008,866107,0,,000000000,,7,C,,3,PointAddress,M,100,INFOGROUP,0
5660,134869262,FAMILY SYSTEMS THERAPY,S CREST RD,CHATTANOOGA,TN,Tennessee,37404,5915,62419011,832215,46,,000000000,,1,,,2,PointAddress,M,100,INFOGROUP,0
5661,134869411,ACME INDUSTRIAL PIPING INC,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,2927,23712008,162302,11469,,000000000,,50,,,7,PointAddress,M,100,INFOGROUP,0
5662,134869429,ADMAN ELECTRIC CO INC,E 28TH ST,CHATTANOOGA,TN,Tennessee,37407,3629,23821007,173101,12309,,000000000,,100,,,7,PointAddress,M,100,INFOGROUP,0
5663,134869791,ARMANDO'S RESTAURANT,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,5050,72251117,581208,355,,000000000,,7,,,2,PointAddress,M,100,INFOGROUP,0
5664,134869882,ASSOCIATED FABRICS,DODDS AVE,CHATTANOOGA,TN,Tennessee,37404,4720,45113022,571408,679,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
5665,134869981,AUTO ELECTRIC SUPPLY CO,S HIGHLAND PARK AVE,CHATTANOOGA,TN,Tennessee,37404,6089,44131001,553105,472,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
5666,134870153,BEELER IMPRESSION PRODUCTS,,CHATTANOOGA,TN,Tennessee,37404,,45321007,594301,13583,,000000000,,24,,,7,Postal,M,100,INFOGROUP,1
5667,134870195,BIG BROTHERS-BIG SISTERS ASSN,BAILEY AVE,CHATTANOOGA,TN,Tennessee,37404,3197,62419012,832218,452,2,715738821,,10,,,5,PointAddress,M,100,INFOGROUP,0
5668,134870211,ORTWEIN SIGN,E 50TH ST,CHATTANOOGA,TN,Tennessee,37407,3316,33995008,399302,0,1,134870211,,30,,,5,PointAddress,M,100,INFOGROUP,0
5669,134870435,CAPTAIN D'S SEAFOOD,E 23RD ST,CHATTANOOGA,TN,Tennessee,37404,5707,72251301,581208,760,2,519828636,,15,u,Z,3,PointAddress,M,100,INFOGROUP,0
5670,134870617,CHALLENGE SUPPLY INC,E 28TH ST,CHATTANOOGA,TN,Tennessee,37407,1044,42384001,508523,4441,,000000000,,4,,,2,PointAddress,M,100,INFOGROUP,0
5671,134870880,DIXIE INDUSTRIAL SVC,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,5132,42361023,506333,5529,,000000000,,6,,,5,PointAddress,M,100,INFOGROUP,0
5672,134870922,CHATTANOOGA FLORIST,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,5039,45311001,599201,630,,000000000,,11,,,4,PointAddress,M,100,INFOGROUP,0
5673,134871516,DIVERSIFIED SIGN SUPPLIERS INC,DODDS AVE,CHATTANOOGA,TN,Tennessee,37404,5430,32311148,275998,428,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
5674,134871607,DUPLICATOR SUPPLY CO,S WILLOW ST,CHATTANOOGA,TN,Tennessee,37404,3600,42321003,502112,18503,,000000000,,20,,,6,PointAddress,M,100,INFOGROUP,0
5675,134871656,EASTSIDE ELEMENTARY SCHOOL,S LYERLY ST,CHATTANOOGA,TN,Tennessee,37404,5242,61111007,821103,0,,000000000,,80,EKN,C,8,PointAddress,M,100,INFOGROUP,0
5676,134871680,EBENEZER BAPTIST CHURCH,BAILEY AVE,CHATTANOOGA,TN,Tennessee,37404,3001,81311008,866107,0,,000000000,,3,C,,2,PointAddress,M,100,INFOGROUP,0
5677,134871847,FELLOWSHIP MISSIONARY BAPT CHR,DODDS AVE,CHATTANOOGA,TN,Tennessee,37404,5433,81311008,866107,0,,000000000,,3,C,,2,PointAddress,M,100,INFOGROUP,0
5678,134871888,FIRST LUTHERAN CHURCH,MCCALLIE AVE,CHATTANOOGA,TN,Tennessee,37404,3916,81311008,866107,0,,000000000,,3,P,,2,StreetAddress,M,100,INFOGROUP,0
5679,134872662,TENNESSEE SLING CTR INC,WILLIAMS ST,CHATTANOOGA,TN,Tennessee,37410,1029,42351043,505105,8707,,000000000,,5,,,4,PointAddress,M,100,INFOGROUP,0
5680,134872670,INGRAM CONCRETE FINISHING CO,WATAUGA ST,CHATTANOOGA,TN,Tennessee,37404,6022,23811001,177105,739,,000000000,,6,,,1,PointAddress,M,100,INFOGROUP,0
5681,134872753,JAMES GLASS CO INC,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,5237,23622034,154203,1012,,000000000,,3,,,1,PointAddress,M,100,INFOGROUP,0
5682,134873066,BEST DISTRIBUTING CO,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,5317,44419055,521114,2217,2,250385051,2,7,,,4,PointAddress,M,100,INFOGROUP,0
5683,134873124,MALONE HEAT & AIR,WATAUGA ST,CHATTANOOGA,TN,Tennessee,37404,6020,23822002,171117,3693,,000000000,,30,BDEHKN,,5,PointAddress,M,100,INFOGROUP,0
5684,134873348,MOSTELLER'S TOWING-RECOVERY,E 24TH STREET PL,CHATTANOOGA,TN,Tennessee,37407,1006,48841006,754901,1137,,000000000,,11,,,3,PointAddress,M,100,INFOGROUP,0
5685,134873389,JASON RANDALL'S TRANSMISSION,E 23RD ST,CHATTANOOGA,TN,Tennessee,37404,5806,81111104,753801,562,,000000000,,5,,,2,PointAddress,M,100,INFOGROUP,0
5686,134873645,GENTRY & PAINTER INC,S ORCHARD KNOB AVE,CHATTANOOGA,TN,Tennessee,37407,1415,23814006,174101,6155,,000000000,,50,,,7,PointAddress,M,100,INFOGROUP,0
5687,134873686,PARKER INDUSTRIAL TOOL INC,E 36TH ST,CHATTANOOGA,TN,Tennessee,37407,2424,44413015,525115,656,,000000000,,4,,,1,PointAddress,M,100,INFOGROUP,0
5688,134873926,PRO RE BONA EARLY LEARNING CTR,DODDS AVE,CHATTANOOGA,TN,Tennessee,37404,5431,81331908,839998,0,,000000000,,17,,,5,PointAddress,M,100,INFOGROUP,0
5689,134874007,QUALITY BATTERY,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,5129,81112102,753201,172,,000000000,,1,,,1,PointAddress,M,100,INFOGROUP,0
5690,134874015,CLAY R INC,E 27TH ST,CHATTANOOGA,TN,Tennessee,37404,5795,54133022,871115,139,,000000000,,1,,,3,PointAddress,M,100,INFOGROUP,0
5691,134874189,T S RAULSTON MECHANICAL CONTRS,S HOLTZCLAW AVE,CHATTANOOGA,TN,Tennessee,37404,4809,23821038,171114,4924,,000000000,,40,,,5,PointAddress,M,100,INFOGROUP,0
5692,134874312,RIDGEDALE CHURCH OF CHRIST,DODDS AVE,CHATTANOOGA,TN,Tennessee,37404,4798,81311008,866107,0,,000000000,,2,F,,2,PointAddress,M,100,INFOGROUP,0
5693,134874387,ROGERS SUPER MARKET,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,4934,44511003,541105,2547,,000000000,,13,,,5,PointAddress,M,100,INFOGROUP,0
5694,134874528,SEABORN COMMERCIAL REFRIG INC,DODDS AVE,CHATTANOOGA,TN,Tennessee,37407,1235,81141201,762902,571,,000000000,,5,,,2,PointAddress,M,100,INFOGROUP,0
5695,134874536,CHATTANOOGA SECOND BAPTIST CHR,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,5037,81311008,866107,0,,000000000,,2,C,,2,PointAddress,M,100,INFOGROUP,0
5696,134874585,SERVICE FISRT INC,FOUST ST,CHATTANOOGA,TN,Tennessee,37404,5734,42383000,508456,5211,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
5697,134874650,SHERWIN-WILLIAMS COML PAINT,E 23RD ST,CHATTANOOGA,TN,Tennessee,37404,5751,42495006,519803,7137,2,007533870,2,6,H,,4,PointAddress,M,100,INFOGROUP,0
5698,134874775,FESCO,S WATKINS ST,CHATTANOOGA,TN,Tennessee,37404,4618,81121213,762921,1713,,000000000,,15,,,3,PointAddress,M,100,INFOGROUP,0
5699,134874791,SOUTHEAST DIESEL,S ORCHARD KNOB AVE,CHATTANOOGA,TN,Tennessee,37404,6217,42383019,508414,18758,,000000000,,18,,,4,PointAddress,M,100,INFOGROUP,0
5700,134874874,ST JAMES BAPTIST CHURCH,DUNCAN AVE,CHATTANOOGA,TN,Tennessee,37404,3103,81311008,866107,0,,000000000,,3,C,,2,PointAddress,M,100,INFOGROUP,0
5701,134874957,SUBURBAN CLUB,E MAIN ST,CHATTANOOGA,TN,Tennessee,37404,5130,81331905,839902,0,,000000000,,1,,,2,PointAddress,M,100,INFOGROUP,0
5702,134875418,WAFFLE HOUSE,E 23RD ST,CHATTANOOGA,TN,Tennessee,37404,5806,72251117,581208,1165,2,006979256,,23,r,3,2,PointAddress,M,100,INFOGROUP,0
5703,134875541,USA FUELS,E 23RD ST,CHATTANOOGA,TN,Tennessee,37404,5709,44719005,554101,1709,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
5704,134875954,CAWTHORN ENGINEERING,CALHOUN AVE,CHATTANOOGA,TN,Tennessee,37407,1310,54133052,871133,415,,000000000,,3,,,2,PointAddress,M,100,INFOGROUP,0
5705,134880079,FAIRWAY OUTDOOR,W 28TH ST,CHATTANOOGA,TN,Tennessee,37408,3000,54185001,731201,8619,2,004307294,2,29,,,7,PointAddress,M,100,INFOGROUP,0
5706,134881150,TECHNICAL LABORATORES INC,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,2542,54138023,873402,0,,000000000,,5,,,3,StreetAddress,M,100,INFOGROUP,0
5707,134882455,KELLEY X-RAY CO,DODDS AVE,CHATTANOOGA,TN,Tennessee,37404,3936,33451703,384498,1822,,000000000,,11,,,5,PointAddress,M,100,INFOGROUP,0
5708,134884519,MARCH ADAMS & ASSOC INC,DODDS AVE,CHATTANOOGA,TN,Tennessee,37404,3906,54133016,871111,3865,,000000000,,28,,,7,PointAddress,M,100,INFOGROUP,0
5709,134886340,ABF FREIGHT SYSTEM INC,S ORCHARD KNOB AVE,CHATTANOOGA,TN,Tennessee,37407,1420,48423017,421309,2173,2,403317845,2,10,A,,6,PointAddress,M,100,INFOGROUP,0
5710,134886407,ACME UPHOLSTERY,DODDS AVE,CHATTANOOGA,TN,Tennessee,37407,3031,81142013,764109,92,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
5711,134886415,ADVANCE PAPER CO,E 34TH ST,CHATTANOOGA,TN,Tennessee,37407,1914,42385044,508724,24214,,000000000,,30,,,6,PointAddress,M,100,INFOGROUP,0
5712,134886464,ALLOWAY STAMPING & MACHINE CO,E 29TH ST,CHATTANOOGA,TN,Tennessee,37407,1632,33211912,346904,1642,,000000000,,15,,,5,PointAddress,M,100,INFOGROUP,0
5713,134886563,APEX ELECTRIC CO INC,CALHOUN AVE,CHATTANOOGA,TN,Tennessee,37407,1313,23821007,173101,1478,,000000000,,12,,,3,PointAddress,M,100,INFOGROUP,0
5714,134886761,BEA'S RESTAURANT,DODDS AVE,CHATTANOOGA,TN,Tennessee,37407,3326,72251117,581208,1165,,000000000,,23,,3,5,PointAddress,M,100,INFOGROUP,0
5715,134886852,BUILDERS HDWR CO CHATTANOOGA,DODDS AVE,CHATTANOOGA,TN,Tennessee,37407,1628,33299910,349903,1190,,000000000,,7,,,5,PointAddress,M,100,INFOGROUP,0
5716,134886969,C & C OXYGEN,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,2491,42383000,508435,15632,,000000000,,15,,,5,PointAddress,M,100,INFOGROUP,0
5717,134887090,RODEN MOTOR CO,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,1927,44112005,551103,1901,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
5718,134887280,CHUBBY'S BARBECUE,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,2542,72251117,581208,355,,000000000,,7,,E,2,PointAddress,M,100,INFOGROUP,0
5719,134887314,CUMMINS SALES & SVC,E 26TH ST,CHATTANOOGA,TN,Tennessee,37407,1020,81111124,753812,3596,2,004626057,2,32,,,6,PointAddress,M,100,INFOGROUP,0
5720,134887348,CUSTOM PAINT SHACK,CALHOUN AVE,CHATTANOOGA,TN,Tennessee,37407,2535,81112102,753201,172,,000000000,,1,,,1,PointAddress,M,100,INFOGROUP,0
5721,134887421,DECK'S GLASSWARE & SALVAGE,DODDS AVE,CHATTANOOGA,TN,Tennessee,37407,2736,44229915,571921,156,,000000000,,1,,,2,PointAddress,M,100,INFOGROUP,0
5722,134887587,DOVER CYLINDER HEADS,CALHOUN AVE,CHATTANOOGA,TN,Tennessee,37407,1392,81111102,753802,1124,,000000000,,10,,,3,PointAddress,M,100,INFOGROUP,0
5723,134887595,DUFFEY'S RADIATOR,CLIO AVE,CHATTANOOGA,TN,Tennessee,37407,2036,81111104,753801,787,,000000000,,7,,,2,PointAddress,M,100,INFOGROUP,0
5724,134887652,EAST LAKE CHRISTIAN CHURCH,DODDS AVE,CHATTANOOGA,TN,Tennessee,37407,2230,81311008,866107,0,,000000000,,1,F,,2,PointAddress,M,100,INFOGROUP,0
5725,134887694,EAST LAKE ACADEMY OF FINE ARTS,E 34TH ST,CHATTANOOGA,TN,Tennessee,37407,1800,61111007,821103,0,,000000000,,60,JN,B,8,PointAddress,M,100,INFOGROUP,0
5726,134887868,FLOOR MASTER INC,HOOKER RD,CHATTANOOGA,TN,Tennessee,37407,3248,32561212,284202,6467,,000000000,,14,,,6,PointAddress,M,100,INFOGROUP,0
5727,134888213,SOUTHERN HONDA POWERSPORTS,WORKMAN RD,CHATTANOOGA,TN,Tennessee,37407,3251,44122808,557106,12528,,000000000,,48,1,,5,PointAddress,M,100,INFOGROUP,0
5728,134888221,GREATER NEW HM MSSNRY BAPT CHR,13TH AVE,CHATTANOOGA,TN,Tennessee,37407,1642,81311008,866107,0,,000000000,,2,C,,2,PointAddress,M,100,INFOGROUP,0
5729,134888312,HAYWARD BOLT & SPECIALTY CO,S ORCHARD KNOB AVE,CHATTANOOGA,TN,Tennessee,37407,1413,42371007,507205,10655,,000000000,,10,,,5,PointAddress,M,100,INFOGROUP,0
5730,134888437,INDUSTRIAL WELDING SUPPLY CO,S HICKORY ST,CHATTANOOGA,TN,Tennessee,37407,1066,81149058,769203,532,,000000000,,12,,,3,PointAddress,M,100,INFOGROUP,0
5731,134888684,KIRK MACHINE SHOP,2ND AVE,CHATTANOOGA,TN,Tennessee,37407,1418,33271002,359903,3949,,000000000,,25,,,7,PointAddress,M,100,INFOGROUP,0
5732,134888700,KRYSTAL,E 23RD ST,CHATTANOOGA,TN,Tennessee,37407,1109,72251301,581208,1317,2,644081911,,26,¿,e,3,PointAddress,M,100,INFOGROUP,0
5733,134889179,NABCO ELECTRIC CO,2ND AVE,CHATTANOOGA,TN,Tennessee,37407,1099,23821007,173101,14771,,000000000,,120,,,8,PointAddress,M,100,INFOGROUP,0
5734,134889203,NTB-NATIONAL TIRE & BATTERY,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,1333,44132001,553123,2356,2,001912617,,10,N,,5,PointAddress,M,100,INFOGROUP,0
5735,134889237,O K AUTO SVC INC,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,2545,81111104,753801,450,,000000000,,4,,,1,PointAddress,M,100,INFOGROUP,0
5736,134889245,BEN O'NEAL CO INC,10TH AVE,CHATTANOOGA,TN,Tennessee,37407,1506,42399026,509908,8861,,000000000,,10,,,5,PointAddress,M,100,INFOGROUP,0
5737,134889369,CSL PLASMA,E 50TH ST,CHATTANOOGA,TN,Tennessee,37407,3317,62199947,809953,9957,2,934794645,,52,,,7,PointAddress,M,100,INFOGROUP,0
5738,134890128,TEMPLE BAPTIST CHR SUNDAY SCH,CLIO AVE,CHATTANOOGA,TN,Tennessee,37407,1744,81311008,866107,0,,000000000,,4,C,,2,PointAddress,M,100,INFOGROUP,0
5739,134890201,THERMO KING,E 23RD ST,CHATTANOOGA,TN,Tennessee,37407,1198,42312050,501304,19910,2,003657483,,18,,,5,PointAddress,M,100,INFOGROUP,0
5740,134890433,WENDY'S,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,3238,72251301,581208,1064,2,423671866,2,21,X,e,3,PointAddress,M,100,INFOGROUP,0
5741,134890557,ARTISTIC COLOR GRAPHICS,DODDS AVE,CHATTANOOGA,TN,Tennessee,37407,2224,32311109,275202,1527,,000000000,,14,,,5,PointAddress,M,100,INFOGROUP,0
5742,134890581,DOUG YATES WRECKER SVC,E 23RD ST,CHATTANOOGA,TN,Tennessee,37407,1107,48841006,754901,2068,,000000000,,20,,,4,PointAddress,M,100,INFOGROUP,0
5743,134890763,ELDER'S ACE HDWR-SOUTH SIDE,BROAD ST,CHATTANOOGA,TN,Tennessee,37408,3121,44413005,525104,2132,2,134920602,,13,1,,6,PointAddress,M,100,INFOGROUP,0
5744,134890987,ATLAS BOLT & SUPPLY,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,1923,42371022,507210,21310,,000000000,,20,,,7,PointAddress,M,100,INFOGROUP,0
5745,134891530,CHEM-CRAFTERS INC,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,1331,42469004,516912,3602,,000000000,,2,,,3,PointAddress,M,100,INFOGROUP,0
5746,134891720,PRESTIGE FUNERAL SVC,DODDS AVE,CHATTANOOGA,TN,Tennessee,37404,3913,52413004,631102,7774,,000000000,,2,,,3,PointAddress,M,100,INFOGROUP,0
5747,134891969,ESTES EQUIPMENT CO INC,POLK ST,CHATTANOOGA,TN,Tennessee,37408,2344,42312076,517202,282364,,000000000,,22,,,6,PointAddress,M,100,INFOGROUP,0
5748,134892017,FELTON'S CLUTCH & BRAKE SVC,E 38TH ST,CHATTANOOGA,TN,Tennessee,37407,2462,81111823,753918,1485,,000000000,,14,,,6,PointAddress,M,100,INFOGROUP,0
5749,134892132,GAITHER MACHINE WORKS INC,E 23RD ST,CHATTANOOGA,TN,Tennessee,37408,2796,33271002,359903,1580,,000000000,,10,,,5,StreetAddress,M,100,INFOGROUP,0
5750,134892215,TIRE CENTERS LLC,E 23RD ST,CHATTANOOGA,TN,Tennessee,37408,2213,44132001,553123,2827,2,007524457,,12,,,5,PointAddress,M,100,INFOGROUP,0
5751,134892272,GREATER NAZARENE MSSNRY BAPT,LONG ST,CHATTANOOGA,TN,Tennessee,37408,3039,81311008,866107,0,,000000000,,2,Y,,2,PointAddress,M,100,INFOGROUP,0
5752,134892280,GREATER,SLAYTON AVE,CHATTANOOGA,TN,Tennessee,37410,2229,81311008,866107,0,,000000000,,3,C,,2,PointAddress,M,100,INFOGROUP,0
5753,134892876,ST PHILIP LUTHERAN CHURCH,W 25TH ST,CHATTANOOGA,TN,Tennessee,37408,2902,81311008,866107,0,,000000000,,1,P,,2,PointAddress,M,100,INFOGROUP,0
5754,134893254,NEW VERNON GROVE BAPTIST CHR,W 26TH ST,CHATTANOOGA,TN,Tennessee,37408,3043,81311008,866107,0,,000000000,,3,C,,2,PointAddress,M,100,INFOGROUP,0
5755,134893460,PIERCE WELD & MACH,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37408,2392,33271002,359903,1580,,000000000,,10,,,5,PointAddress,M,100,INFOGROUP,0
5756,134893601,RODEN ELECTRICAL SUPPLY CO,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37408,2249,33531101,361202,2961,,000000000,,14,,,6,PointAddress,M,100,INFOGROUP,0
5757,134893908,JD'S LIQUOR STORES,BROAD ST,CHATTANOOGA,TN,Tennessee,37408,3051,44531004,592102,1222,,000000000,,3,,,1,PointAddress,M,100,INFOGROUP,0
5758,134894112,ST MATT PRIMITIVE,CANNON AVE,CHATTANOOGA,TN,Tennessee,37404,5623,81311008,866107,0,,000000000,,7,C,,3,PointAddress,M,100,INFOGROUP,0
5759,134894120,ST PAUL AME CHURCH,WILLIAMS ST,CHATTANOOGA,TN,Tennessee,37408,2940,81311008,866107,0,,000000000,,1,R,,2,PointAddress,M,100,INFOGROUP,0
5760,134894187,TABERNACLE BAPTIST CHURCH,WILLIAMS ST,CHATTANOOGA,TN,Tennessee,37408,3078,81311008,866107,0,,000000000,,1,C,,2,PointAddress,M,100,INFOGROUP,0
5761,134894195,TACO BELL,BROAD ST,CHATTANOOGA,TN,Tennessee,37408,3066,72251301,581208,709,2,959792284,2,14,T,V,2,PointAddress,M,100,INFOGROUP,0
5762,134894484,BEST-ONE TIRE & SVC,ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37408,2258,44132001,553123,7067,2,249610650,,30,,,6,PointAddress,M,100,INFOGROUP,0
5763,134894575,WENDY'S,BROAD ST,CHATTANOOGA,TN,Tennessee,37408,3077,72251301,581208,1773,2,423671866,2,35,X,e,3,PointAddress,M,100,INFOGROUP,0
5764,134894666,WILLIAMS & JOHNSON TRANS INC,TAFT AVE,CHATTANOOGA,TN,Tennessee,37408,2720,81111302,753701,542,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
5765,134895192,FOREST HILLS CEMETERY,TENNESSEE AVE,CHATTANOOGA,TN,Tennessee,37409,1372,81222002,655302,1020,,000000000,,10,,,3,PointAddress,M,100,INFOGROUP,0
5766,134895267,GORDONS CLEANERS,BROAD ST,CHATTANOOGA,TN,Tennessee,37409,1027,81232002,721201,157,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
5767,134895481,MCCALL CO,TENNESSEE AVE,CHATTANOOGA,TN,Tennessee,37409,1322,32222001,267101,646,,000000000,,3,,,3,PointAddress,M,100,INFOGROUP,0
5768,134895812,ST ELMO CHURCH OF CHRIST,SAINT ELMO AVE,CHATTANOOGA,TN,Tennessee,37409,1722,81311008,866107,0,,000000000,,2,F,,2,PointAddress,M,100,INFOGROUP,0
5769,134895838,ST ELMO PRESBYTERIAN CHURCH,SAINT ELMO AVE,CHATTANOOGA,TN,Tennessee,37409,1636,81311008,866107,0,,000000000,,6,3,,3,PointAddress,M,100,INFOGROUP,0
5770,134895903,THANKFUL MEMORIAL EPISCOPAL,W 43RD ST,CHATTANOOGA,TN,Tennessee,37409,1344,81311008,866107,0,,000000000,,3,L,,2,StreetAddress,M,100,INFOGROUP,0
5771,134896026,WANN FUNERAL HM & CREMATION,TENNESSEE AVE,CHATTANOOGA,TN,Tennessee,37409,1321,81221002,726103,214,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
5772,134896091,ACHESON FOUNDRY & MACH WORKS,W 38TH ST,CHATTANOOGA,TN,Tennessee,37410,1320,33151304,332502,5289,,000000000,,25,,,7,PointAddress,M,100,INFOGROUP,0
5773,134896125,ALTON PARK CHURCH OF CHRIST,ALTON PARK BLVD,CHATTANOOGA,TN,Tennessee,37410,1223,81311008,866107,0,,000000000,,2,F,,2,PointAddress,M,100,INFOGROUP,0
5774,134896380,CHRISTIAN FELLOWSHIP,SEMINARY ST,CHATTANOOGA,TN,Tennessee,37410,1432,81311008,866107,0,,000000000,,3,1,,2,PointAddress,M,100,INFOGROUP,0
5775,134896695,NEIGHBORHOOD GROCERY,CENTRAL AVE,CHATTANOOGA,TN,Tennessee,37410,2013,44511003,541105,196,,000000000,,1,,,2,PointAddress,M,100,INFOGROUP,0
5776,134897016,SHARROCK MACHINE & WELDING CO,WORKMAN RD,CHATTANOOGA,TN,Tennessee,37410,2099,33271002,359903,2054,,000000000,,13,,,4,PointAddress,M,100,INFOGROUP,0
5777,134897107,ST ELMO BAPTIST,WEST AVE,CHATTANOOGA,TN,Tennessee,37410,1241,81311008,866107,0,,000000000,,3,C,,2,PointAddress,M,100,INFOGROUP,0
